-180    200
-150    200
-135    300
-120    200
-110    200
-100    200
-90     150
-60     150
-45     300
-30     300
-15     300
0       300
5       500
15      300
30      250
45      100
70      200
90      150
100     200
115     300
130     200
145     150
165     150
-165    150
20      400
120     400
