data/prod0_dihed.xvg   -180 0.0145513243405354 
data/prod1_dihed.xvg   -150 0.0145513243405354
data/prod2_dihed.xvg   -135 0.0218269865108031
data/prod3_dihed.xvg   -120 0.0145513243405354
data/prod4_dihed.xvg   -110 0.0145513243405354
data/prod5_dihed.xvg   -100 0.0145513243405354
data/prod6_dihed.xvg   -90 0.0109134932554015  
data/prod7_dihed.xvg   -60 0.0109134932554015  
data/prod8_dihed.xvg   -45 0.0218269865108031  
data/prod9_dihed.xvg   -30 0.0218269865108031   
data/prod10_dihed.xvg   -15 0.0218269865108031  
data/prod11_dihed.xvg   0 0.0218269865108031    
data/prod12_dihed.xvg   5 0.0363783108513384    
data/prod13_dihed.xvg   15 0.0218269865108031   
data/prod14_dihed.xvg   30 0.0181891554256692   
data/prod15_dihed.xvg   45 0.00727566217026769  
data/prod16_dihed.xvg   70 0.0145513243405354   
data/prod17_dihed.xvg   90 0.0109134932554015   
data/prod18_dihed.xvg   100 0.0145513243405354  
data/prod19_dihed.xvg   115 0.0218269865108031  
data/prod20_dihed.xvg   130 0.0145513243405354  
data/prod21_dihed.xvg   145 0.0109134932554015  
data/prod22_dihed.xvg   165 0.0109134932554015  
data/prod23_dihed.xvg   -165 0.0109134932554015 
data/prod24_dihed.xvg   20 0.0291026486810708   
data/prod25_dihed.xvg   120 0.0291026486810708
